usajobs_control_number,usajobs_url,position_title,agency,department,min_grade,max_grade,source_year,edu_category,edu_reasoning,edu_key_quote
843596700,https://www.usajobs.gov/job/843596700,INFORMATION TECHNOLOGY SPECIALIST (INFOSEC),Department of the Navy,Department of the Navy,GS,GS,2025,no_education,"The posting qualifies applicants by specialized experience at the GS-11 level and references the OPM 2210 Alternative A standard, which allows experience or education. There is no grade level where a degree is strictly required.",Your resume must demonstrate at least one year of specialized experience at or equivalent to the (GS-11) grade level or pay band in the Federal service or equivalent experience in the private or public sector.
843602900,https://www.usajobs.gov/job/843602900,IT Specialist (Software Developer/ Web Developer),Judicial Branch,Judicial Branch,GG,GG,2025,no_education,"The posting allows either a college degree or equivalent experience, so there is an experience-only path and no degree is strictly required. The qualifications summary also emphasizes technical experience rather than mandatory education.",Candidates must have a college degree (Computer Science or related preferred) or equivalent experience.
843607000,https://www.usajobs.gov/job/843607000,IT SPECIALIST (APPSW),Department of the Navy,Department of the Navy,NT,NT,2025,no_education,"The posting qualifies applicants by specialized experience only and cites OPM 2210 Alternative A, which allows experience or education. No grade level requires a degree with no experience-only alternative.",Your resume must demonstrate at least one year of specialized experience at or equivalent to the NT-04 (GS-11/12 equivalent) pay band in the Federal service or equivalent experience in the private or public sector
843607200,https://www.usajobs.gov/job/843607200,IT Project Manager  (PLCYPLN),Department of Defense,Department of Defense,GS,GS,2025,no_education,The posting requires specialized experience for qualification and explicitly states that education cannot be used in lieu of that experience for this grade level. That means there is no grade where a degree is strictly required.,Substitution of education may not be used in lieu of specialized experience for this grade level.
843607400,https://www.usajobs.gov/job/843607400,INFORMATION TECHNOLOGY SPECIALIST (INFOSEC),Department of the Navy,Department of the Navy,NH,NH,2025,no_education,"The qualifications are based on specialized experience for NH-04 and NH-03, and the posting cites OPM 2210 Alternative A/B, which allows experience or education. No degree is stated as strictly required at any grade level.",Additional qualification information can be found from the following Office of Personnel Management website: https://www.opm.gov/policy-data-oversight/classification-qualifications/general-schedule-qualification-standards/2200/information-technology-it-management-series-2210-alternative-a/ OR https://www.opm.gov/policy-data-oversight/classification-qualifications/general-schedule-qualification-standards/2200/information-technology-it-management-series-2210-alternative-b/
843614100,https://www.usajobs.gov/job/843614100,"IT Cybersecurity Specialist (PLCYPLN-INFOSEC), GS-2210-13",Department of Homeland Security,Department of Homeland Security,GS,GS,2025,no_education,"The posting explicitly says there is no positive education requirement and that only experience will be considered. It also states that education cannot be substituted for experience at this grade level, confirming experience-only qualification.",This position does not have a positive education requirement. Only experience obtained by the closing date of this announcement will be considered.
843614700,https://www.usajobs.gov/job/843614700,IT CYBERSECURITY SPECIALIST,Other Agencies and Independent Organizations,Other Agencies and Independent Organizations,GS,GS,2025,no_education,The posting requires one year of specialized experience at GS-12 level and explicitly says education cannot be substituted for specialized experience at this series/grade level. That means there is no qualifying degree requirement here.,Education cannot be substituted for specialized experience at this series/grade level.
843629800,https://www.usajobs.gov/job/843629800,IT Specialist (Infosec),Department of Veterans Affairs,Department of Veterans Affairs,GS,GS,2025,no_education,"The posting explicitly states that education cannot be used as a substitute, but the qualifications section shows the position can be met through IT-related experience and specialized experience. Since there is no grade level where a degree is strictly required with no experience-only alternative, this is no_education.",There is no substitution of education for experience at the grade level(s) of this announcement.
843633400,https://www.usajobs.gov/job/843633400,"Operations IT Specialist, SLD 45/1 ROPS",Department of the Air Force,Department of the Air Force,NH,NH,2025,no_education,"The posting references an individual occupational requirement for the 2210 series, which is an experience-or-education standard rather than a strict degree requirement. The education field is empty and there is no text stating a degree is mandatory with no experience alternative.",The 2210 series has an individual occupational requirement that must be met and can be viewed here.
843636100,https://www.usajobs.gov/job/843636100,IT Cybersecurity Specialist (Policy and Planning/Information Security),Department of Homeland Security,Department of Homeland Security,GS,GS,2025,no_education,"The posting explicitly states there is no positive education requirement and that education cannot be substituted for experience at this grade level, so qualification is based on experience only. There is no grade where a degree is required.",This position does not have a positive education requirement.
843639500,https://www.usajobs.gov/job/843639500,IT Specialist (EA),Department of Veterans Affairs,Department of Veterans Affairs,GS,GS,2025,no_education,"The posting explicitly says there is no substitution of education for experience, and the qualifications section indicates you may qualify based on experience. There is no grade level where a degree is strictly required.",There is no substitution of education for experience at the grade level(s) of this announcement.
843645800,https://www.usajobs.gov/job/843645800,SUPVERVISORY IT SPECIALIST (PLCYPLN),Department of the Navy,Department of the Navy,NM,NM,2025,no_education,"This posting allows qualification through specialized experience at both NM-04 and NM-05, and the education language is only an optional alternative for NM-04 ('Applicants that do not meet the specialized experience may qualify with education or a combination of experience and education'). That means a degree is not strictly required.",Applicants that do not meet the specialized experience may qualify with education or a combination of experience and education as listed below.
843648700,https://www.usajobs.gov/job/843648700,Information Technology Specialist,Department of Justice,Department of Justice,GS,GS,2025,no_education,"The posting allows qualification by specialized experience or education at GS-9 and GS-11, so a degree is not strictly required. The education text is generic accreditation/foreign-education boilerplate and does not add a mandatory degree requirement.","must meet at least one of the following conditions, as defined below: specialized experience or education."
843649700,https://www.usajobs.gov/job/843649700,Information Technology Specialist,Department of Justice,Department of Justice,GS,GS,2025,no_education,"The posting allows qualification by either specialized experience or education at GS-9 and GS-11, so a degree is not strictly required. The education text is only accreditation/foreign degree boilerplate and does not impose a standalone degree requirement.","To be eligible at the GS-9 level, you must meet at least one of the following conditions, as defined below: specialized experience or education."
843653000,https://www.usajobs.gov/job/843653000,IT CYBERSECURITY SPECIALIST (OS/INFOSEC),Department of Defense,Department of Defense,GG,GG,2025,no_education,"The posting states that at GG-13 there is no education substitution and then gives an experience-only qualification path. Since qualifying experience alone is sufficient, there is no grade where a degree is strictly required.",There is no substitution of education for the qualifying experience at the GG-13 grade level
843657800,https://www.usajobs.gov/job/843657800,INFORMATION TECHNOLOGY SPECIALIST (APPLICATIONS SOFTWARE),Department of the Air Force,Department of the Air Force,GS,GS,2025,no_education,"This posting allows qualification by either the doctoral education path or by specialized experience, so there is an experience-only alternative and no degree is strictly required. The education section is only instructions for applicants if using education, not a mandatory requirement at all levels.",EDUCATION: Ph.D or equivalent doctoral degree OR 3 full years of progressively higher level graduate education leading to such a Ph.D. or equivalent doctoral degree
843136200,https://www.usajobs.gov/job/843136200,IT SPECIALIST (DATAMGT/CUSTSPT),Department of the Navy,Department of the Navy,GS,GS,2025,no_education,"The posting qualifies applicants based on specialized IT experience and explicitly references OPM Alternative A, which allows experience or education. There is no statement that a degree is mandatory or that experience alone is insufficient.",Additional qualification information can be found from the following Office of Personnel Management website: https://www.opm.gov/policy-data-oversight/classification-qualifications/general-schedule-qualification-standards/2200/information-technology-it-management-series-2210-alternative-a/
843608700,https://www.usajobs.gov/job/843608700,Supervisory IT Specialist (SYSANALYSIS),Department of the Navy,Department of the Navy,GS,GS,2025,no_education,"The qualifications are based on experience, and the posting references OPM Alternative A/B, which allows qualification through experience rather than requiring a degree. No education requirement is stated in the education field.",OR https://www.opm.gov/policy-data-oversight/classification-qualifications/general-schedule-qualification-standards/2200/information-technology-it-management-series-2210-alternative-b/
843657600,https://www.usajobs.gov/job/843657600,Information Technology Specialist (Customer Support),Department of the Army,Department of the Army,GS,GS,2025,no_education,"The posting allows qualification through specialized experience alone, and the education language is an alternative path (“OR Education”), not a strict requirement. The education section only contains foreign education evaluation boilerplate.",OR Education: Master's or equivalent graduate degree or 2 full years of progressively higher level graduate education leading to such a degree
843681100,https://www.usajobs.gov/job/843681100,SUPV IT SPECIALIST (PLCYPLN),Department of Defense,Department of Defense,GG,GG,2025,no_education,"The posting says there is no education substitution at GG-15, but it also requires qualifying experience for the position; there is no grade level where a degree is strictly required. The qualifications section is experience-based only.",There is no substitution of education for the qualifying experience at the GG-15 grade level.
843681400,https://www.usajobs.gov/job/843681400,Information Technology Specialist (INFOSEC),Department of Defense,Department of Defense,GS,GS,2025,no_education,"The posting qualifies at GS-12 through specialized experience only, and the education field explicitly says education substitution may not be used. The remaining language is an IOR/experience requirement, not a degree requirement.",Substitution of education may not be used in lieu of specialized experience for this grade level.
843681500,https://www.usajobs.gov/job/843681500,LEAD IT CYBERSECURITY SPECIALIST (APPSW),Department of Defense,Department of Defense,GS,GS,2025,no_education,The posting says education is not substitutable and the qualifications are based on IT-related experience and specialized experience. There is no degree requirement stated as the only way to qualify; experience is the qualifying path.,Education is not substitutable for specialized experience at this grade level.
843686700,https://www.usajobs.gov/job/843686700,IT Specialist (SYSADMIN),Department of Homeland Security,Department of Homeland Security,SV,SV,2025,no_education,"The posting qualifies solely by specialized IT experience at the listed pay bands and says nothing that requires a degree. The education field is empty, and the qualifications section gives an experience-only route for both grades.","To qualify for the SV-I Pay Band (equivalent to GS-13), you must have one year of specialized experience at the SV-H Band or GS-12 in the Federal service or equivalent experience in the private sector."
843687000,https://www.usajobs.gov/job/843687000,IT Specialist (SYSADMIN),Department of Homeland Security,Department of Homeland Security,SV,SV,2025,no_education,"The posting qualifies solely by specialized IT experience at the listed pay bands, and the education field is empty. There is no grade level where a degree is strictly required with no experience alternative.","To qualify for the SV-I Pay Band (equivalent to GS-13), you must have one year of specialized experience at the SV-H Band or GS-12 in the Federal service or equivalent experience in the private sector."
843691200,https://www.usajobs.gov/job/843691200,IT SPECIALIST (SYSANALYSIS),Department of Defense,Department of Defense,GG,GG,2025,no_education,The posting states there is no education substitution at GG-14 and qualifies applicants based on one year of IT-related experience. There is no degree requirement; experience is the only qualifying path described.,There is no substitution of education for the qualifying experience at the GG-14 grade level
843696400,https://www.usajobs.gov/job/843696400,IT CYBERSECURITY SPECIALIST (INFOSEC),Department of Defense,Department of Defense,GG,GG,2025,no_education,"The posting says there is no education substitution at GG-12 and above, and the qualifications are based on IT-related experience. It does not require a degree; experience alone qualifies at the listed grades.",There is no substitution of education for the qualifying experience at the GG-12 and above grade level.
843699800,https://www.usajobs.gov/job/843699800,LEAD IT SPECIALIST (APPSW),Department of Defense,Department of Defense,GS,GS,2025,no_education,"The posting states that education cannot be used in place of specialized experience at this grade level, and the actual qualification standard is based on IT-related experience and specialized experience. Since there is no grade where a degree is strictly required, this is not an education requirement.",Education is not substitutable for specialized experience at this grade level.
843715900,https://www.usajobs.gov/job/843715900,IT SPECIALIST (SYSANALYSIS),Department of Defense,Department of Defense,GG,GG,2025,no_education,"The posting provides an experience-only qualification path for GG-11, GG-12, and GG-13, and the education text explicitly says there is no substitution of education for qualifying experience at GG-12 and GG-13. The doctoral/graduate education language is only a substitution option for GG-11, not a mandatory requirement.",There is no substitution of education for the qualifying experience at the GG-12 and GG 13 grade level.
843716800,https://www.usajobs.gov/job/843716800,IT Specialist (CUSTSPT),Department of Homeland Security,Department of Homeland Security,IC,IC,2025,no_education,"This posting allows qualification by specialized experience at the IC-07 level, with education only as an alternative path. The education text explicitly says applicants can qualify based on education or a combination of education and experience, so no degree is strictly required.","This position permits applicants to qualify based on education (or a combination of education and experience), as outlined in the ""requirements"" section."
843723400,https://www.usajobs.gov/job/843723400,IT SPECIALIST (NETWORK),Department of Defense,Department of Defense,GS,GS,2025,no_education,"The posting says substitution of education may not be used, and the qualifications are satisfied through specialized IT experience plus the 2210 IOR experience competencies. There is no grade level where a degree is strictly required.",Substitution of education may not be used in lieu of specialized experience for this grade level.
843748500,https://www.usajobs.gov/job/843748500,IT Specialist (Operating Systems),Department of Defense,Department of Defense,GS,GS,2025,no_education,"The posting requires specialized experience and explicitly says education cannot be used in lieu of experience for this grade level, so there is no degree requirement.",Substitution of education may not be used in lieu of specialized experience for this grade level.
843755600,https://www.usajobs.gov/job/843755600,IT SPECIALIST (NETWORK),Department of the Air Force,Department of the Air Force,GS,GS,2025,no_education,"The posting allows qualification by specialized experience at GS-09 and GS-11, and the education language is explicitly an optional substitution path for education alone. Because experience alone is sufficient, there is no grade where a degree is strictly required.",OR Education: A Ph.D or equivalent doctoral degree OR 3 full years of progressively higher level graduate education leading to such Ph.D. or equivalent doctoral degree
843767600,https://www.usajobs.gov/job/843767600,IT SPECIALIST (CUSTSPT),Department of the Air Force,Department of the Air Force,GS,GS,2025,no_education,"The posting allows qualification by specialized experience at GS-09 and GS-11, and the education language is explicitly an optional substitution path: ""Education may be substituted for specialized experience"" and ""OR Education"". Because experience alone remains a qualifying route, there is no grade where a degree is strictly required.",Substitution of Education for Specialized Experience is allowed.
843769100,https://www.usajobs.gov/job/843769100,SUPERVISORY IT SPECIALIST (PLCYPLN/INFOSEC),Department of the Navy,Department of the Navy,GS,GS,2025,no_education,"The posting requires specialized IT experience at the GS-12 level and references OPM 2210 Alternative A, which allows qualification through experience rather than a mandatory degree. No education requirement is stated, and the education field is empty.",Additional qualification information can be found from the following Office of Personnel Management website: https://www.opm.gov/policy-data-oversight/classification-qualifications/general-schedule-qualification-standards/2200/information-technology-it-management-series-2210-alternative-a/
843791800,https://www.usajobs.gov/job/843791800,IT Specialist,Department of Homeland Security,Department of Homeland Security,IC,IC,2025,no_education,"The posting explicitly states there is no educational substitution and qualifies candidates based on specialized IT experience, with an IOR that allows experience and/or training. Since experience alone qualifies and no degree is strictly required, this is no_education.","No Educational Substitution: There is no educational substitution for this position, and you must meet the qualifications listed in the ""requirements"" section of this announcement."
843704400,https://www.usajobs.gov/job/843704400,IT Specialist (Policy and Planning),Department of Defense,Department of Defense,GS,GS,2025,no_education,"The posting allows qualification by specialized experience alone, and the education language is an alternate path (“OR Education”). There is no grade level here where a degree is strictly required with no experience-only alternative.","Basic Requirement for IT Specialist (Policy and Planning), GS-2210-11: Specialized and Other Experience: One year of specialized experience which includes entering hardware and software into databases, preparing documents for the movement of asset transfers, and assisting in development of policy and procedure asset management. ... OR Education: Ph.D. or equivalent doctoral degree or 3 full years of progressively higher level graduate education leading to such a degree"
843803600,https://www.usajobs.gov/job/843803600,IT PROJECT MANAGER (INFOSEC),Department of Defense,Department of Defense,GS,GS,2025,no_education,"The posting states that education cannot be used in place of specialized experience at this grade level, and the qualifications are based on specialized experience/time-in-grade rather than a required degree. There is no grade level where a degree is strictly required with no experience-only alternative.",Education is not substitutable for specialized experience at this grade level.
843804800,https://www.usajobs.gov/job/843804800,IT SPECIALIST (INFOSEC),Department of the Navy,Department of the Navy,GS,GS,2025,no_education,"The posting qualifies applicants by one year of specialized experience and references OPM Alternative A/B, which allows experience or education. No degree is strictly required at any grade level.",Additional qualification information can be found from the following Office of Personnel Management website: https://www.opm.gov/policy-data-oversight/classification-qualifications/general-schedule-qualification-standards/2200/information-technology-it-management-series-2210-alternative-a/ OR https://www.opm.gov/policy-data-oversight/classification-qualifications/general-schedule-qualification-standards/2200/information-technology-it-management-series-2210-alternative-b/
843805300,https://www.usajobs.gov/job/843805300,SUPV IT SPECIALIST (SYSANALYSIS),Department of Defense,Department of Defense,GG,GG,2025,no_education,"The posting explicitly says there is no education substitution restriction that would make a degree mandatory; instead, qualification is based on IT-related experience and competencies. All cited qualification language points to experience, with no grade level requiring a degree only.",There is no substitution of education for the qualifying experience at the GG-14 grade level.
843815600,https://www.usajobs.gov/job/843815600,Supervisory IT Specialist (Program Manager),Department of Homeland Security,Department of Homeland Security,GS,GS,2025,no_education,"The posting explicitly states there is no educational substitution and qualifies applicants based on specialized experience at GS-14. The education field only says education is not a substitute, which means there is no degree-required path here.","No Educational Substitution: There is no educational substitution for this position, and you must meet the qualifications listed in the ""requirements"" section of this announcement."
843817300,https://www.usajobs.gov/job/843817300,IT CYBERSECURITY SPECIALIST (SYSANALYSIS/INFOSEC),Department of Defense,Department of Defense,GG,GG,2025,no_education,"The posting explicitly states that education cannot be substituted at the GG-13 level, and the qualifications section requires qualifying experience for GG-13. There is no indication that a degree is required instead of experience.",There is no substitution of education for the qualifying experience at the GG-13 grade level
843821300,https://www.usajobs.gov/job/843821300,IT Specialist (INFOSEC),Department of Defense,Department of Defense,GS,GS,2025,no_education,"The posting explicitly states that education cannot be used in lieu of specialized experience, so qualification is experience-only. There is no grade level here where a degree is strictly required.",Substitution of education may not be used in lieu of specialized experience for this grade level.
843822400,https://www.usajobs.gov/job/843822400,IT Specialist (Infosec),Department of Veterans Affairs,Department of Veterans Affairs,GS,GS,2025,no_education,"The posting explicitly says there is no substitution of education for experience at the grade levels of the announcement, and the qualifications section qualifies applicants through IT-related and specialized experience only. No degree is required.",There is no substitution of education for experience at the grade level(s) of this announcement.
843836500,https://www.usajobs.gov/job/843836500,IT PROJECT MANAGER (PLCYPLN),Department of Defense,Department of Defense,GG,GG,2025,no_education,"The posting explicitly states that education cannot substitute for experience at the GG-15 level, and the qualifications are entirely based on IT-related qualifying experience. No degree is required at any grade level.",There is no substitution of education for the qualifying experience at the GG-15 grade level.
843839000,https://www.usajobs.gov/job/843839000,SUPERVISORY IT SPECIALIST (PLCYPLN),Department of the Navy,Department of the Navy,NM,NM,2025,no_education,"The qualifications section describes qualifying experience and references OPM Alternative A, which allows experience or education. There is no statement that a degree is strictly required, and the education field is empty.",Additional qualification information can be found from the following Office of Personnel Management website: https://www.opm.gov/policy-data-oversight/classification-qualifications/general-schedule-qualification-standards/2200/information-technology-it-management-series-2210-alternative-a/
843839200,https://www.usajobs.gov/job/843839200,SUPERVISORY IT SPECIALIST (PLCYPLN),Department of the Navy,Department of the Navy,NM,NM,2025,no_education,"The qualifications are based on IT-related experience and specialized experience, and the notice cites OPM 2210 Alternative A, which allows experience or education. There is no statement that a degree is strictly required.",Additional qualification information can be found from the following Office of Personnel Management website: https://www.opm.gov/policy-data-oversight/classification-qualifications/general-schedule-qualification-standards/2200/information-technology-it-management-series-2210-alternative-a/
843851400,https://www.usajobs.gov/job/843851400,IT Specialist (Operating Systems),Department of Veterans Affairs,Department of Veterans Affairs,GS,GS,2025,no_education,"The posting qualifies candidates through specialized experience at the GS-12 level, and the education language says there is no substitution of education for experience at this grade level rather than requiring a degree. The basic requirement is an IOR based on experience/competencies, not a mandatory degree.",There is no substitution of education for experience at the grade level of this announcement.
843856600,https://www.usajobs.gov/job/843856600,IT Specialist (Operating Systems),Department of Veterans Affairs,Department of Veterans Affairs,GS,GS,2025,no_education,"The posting states there is no educational substitution at this grade level, and the qualifications are based on experience requirements only. No degree is required to qualify for GS-13.",EDUCATIONAL SUBSTITUTION: There is no educational substitution for this position at this grade level.
843856700,https://www.usajobs.gov/job/843856700,INFORMATION TECHNOLOGY SPECIALIST (NETWORK),Department of the Navy,Department of the Navy,GS,GS,2025,no_education,"The posting qualifies applicants by specialized experience at the GS-11 level and cites the 2210 Alternative A standard, which allows experience or education. There is no statement that a degree is strictly required.",Your resume must demonstrate at least one year of specialized experience at or equivalent to the (GS-11) grade level or pay band in the Federal service or equivalent experience in the private or public sector.
843865700,https://www.usajobs.gov/job/843865700,IT Specialist (Infosec),Department of Veterans Affairs,Department of Veterans Affairs,GS,GS,2025,no_education,"The posting explicitly states that education cannot be substituted, and the qualifications section shows the position is fully qualifiable through IT-related experience and specialized experience. There is no grade where a degree is strictly required.",There is no substitution of education for experience at the grade level(s) of this announcement.
843866900,https://www.usajobs.gov/job/843866900,SUPERVISORY IT SPECIALIST (CUSTOMER SUPPORT)(T32),Department of the Army,Department of the Army,GS,GS,2025,no_education,"The education text describes an optional substitution path for qualifying by education, not a strict requirement with no experience alternative. The qualifications summary also states an experience requirement and does not make a degree mandatory at any grade.",SUBSTITUTION OF EDUCATION FOR SPECIALIZED EXPERIENCE: Ph.D. or equivalent doctoral degree or 3 full years of progressively higher level graduate education leading to a Ph.D. or equivalent doctoral degree
843871700,https://www.usajobs.gov/job/843871700,IT CYBERSECURITY SPECIALIST (CUSTSPT/INFOSEC),Department of Defense,Department of Defense,GG,GG,2025,no_education,"The posting explicitly says there is no education substitution at GG-13, and the qualifications are met through one year of qualifying experience. That means no degree is strictly required.",There is no substitution of education for the qualifying experience at the GG-13 grade level.
843880100,https://www.usajobs.gov/job/843880100,IT SPECIALIST (SYSADMIN),Department of the Army,Department of the Army,GS,GS,2025,no_education,"The education text describes an optional substitution path: ""Substitution of Education for Specialized Experience"" and ""If you are using education to qualify for this position"". The qualifications summary also allows experience, education, and/or training, so no degree is strictly required.",Substitution of Education for Specialized Experience: Ph.D. or equivalent doctoral degree or 3 full years of progressively higher level graduate education leading to a Ph.D. or equivalent doctoral degree
843889900,https://www.usajobs.gov/job/843889900,IT Project Manager,Department of Veterans Affairs,Department of Veterans Affairs,GS,GS,2025,no_education,"The posting explicitly states that education cannot be substituted and then provides experience-based qualification criteria, so there is no grade where a degree is strictly required. The qualifications are met through specialized experience.",There is no substitution of education for experience at the grade level(s) of this announcement.
843897300,https://www.usajobs.gov/job/843897300,IT SPECIALIST (CUSTSPT),Department of the Air Force,Department of the Air Force,GS,GS,2025,no_education,"The posting includes an optional education path, but it also clearly allows qualifying through experience or training at the same grade. The phrase ""Experience, education or training"" and the GS-11 wording do not establish a degree-only requirement.","At the GS-11 level, a Ph.D. or equivalent, or 3 years of progressively higher level graduate education leading to such a degree"
843898900,https://www.usajobs.gov/job/843898900,SUPERVISORY IT SPECIALIST (PLCYPLN / INFOSEC),Department of the Navy,Department of the Navy,GS,GS,2025,no_education,"The qualifications section requires specialized experience and references the 2210 Alternative A standard, which allows experience qualification rather than a mandatory degree. The education field is empty and there is no statement that a degree is required with no experience alternative.",Additional qualification information can be found from the following Office of Personnel Management website: https://www.opm.gov/policy-data-oversight/classification-qualifications/general-schedule-qualification-standards/2200/information-technology-it-management-series-2210-alternative-a/
843903900,https://www.usajobs.gov/job/843903900,Supervisory IT Specialist (Infosec),Department of Veterans Affairs,Department of Veterans Affairs,GS,GS,2025,no_education,"The posting explicitly says there is no substitution of education for experience at the grade levels announced, and the qualifications section qualifies applicants based on IT-related experience and specialized experience only. No degree is required.",There is no substitution of education for experience at the grade level(s) of this announcement.
843911700,https://www.usajobs.gov/job/843911700,IT Specialist (PlcyPln),Department of Veterans Affairs,Department of Veterans Affairs,GS,GS,2025,no_education,"The posting explicitly says there is no education substitution, and the qualifications are satisfied through IT-related experience and specialized experience at GS-13. There is no grade level here that requires a degree with no experience-only alternative.",There is no substitution of education for experience at the grade level(s) of this announcement.
843917700,https://www.usajobs.gov/job/843917700,IT Specialist (Data Management),Legislative Branch,Legislative Branch,PU,PU,2025,no_education,"The posting explicitly says there is no education substitution, and the qualifications are based on IT-related experience and specialized experience for the grade. There is no statement that a degree is required.",There is no education substitution for this position.
843919200,https://www.usajobs.gov/job/843919200,Information Technology Specialist,Department of Justice,Department of Justice,GS,GS,2025,no_education,"The posting allows qualification at GS-9, GS-11, and GS-12 through specialized experience, with education only as an optional substitute or combination path. No grade level makes a degree mandatory with no experience alternative.","GS-09 GS-9: To be eligible at the GS-9 level, you must meet at least one of the following conditions, as defined below: specialized experience, education, or a combination of education and experience."
843919300,https://www.usajobs.gov/job/843919300,Information Technology Specialist,Department of Justice,Department of Justice,GS,GS,2025,no_education,"The posting allows qualification by specialized experience, education, or a combination at every grade level, so a degree is optional rather than mandatory. The education text is only accreditation/foreign degree boilerplate and does not create a strict degree requirement.","To be eligible at the GS-9 level, you must meet at least one of the following conditions, as defined below: specialized experience, education, or a combination of education and experience."
843881200,https://www.usajobs.gov/job/843881200,IT Specialist (Network),Department of Defense,Department of Defense,GS,GS,2025,no_education,The posting explicitly says you must qualify using experience alone and that education cannot be substituted. That means there is no grade level where a degree is strictly required.,"For this job, you must meet the qualification requirement using experience alone--no substitution of education for experience is permitted."
843930200,https://www.usajobs.gov/job/843930200,"IT CYBER SPEC (APPSW), GS-2210-12 (DIRECT HIRE)",Department of Homeland Security,Department of Homeland Security,GS,GS,2025,no_education,"The posting explicitly says the GS-12 level is experience-based and that education cannot be substituted, so there is no grade level where a degree is required. The education field is boilerplate about transcripts and qualifying if using education, not a mandatory degree requirement.",NOTE: Education cannot be substituted for experience at this grade level.
843932900,https://www.usajobs.gov/job/843932900,IT CYBERSECURITY SPECIALIST (INFOSEC),Department of the Army,Department of the Army,GS,GS,2025,no_education,"The posting allows qualification through experience, education, or training, and the education section explicitly says education may be substituted for specialized experience at multiple grade levels. That means there is no grade where a degree is strictly required with no experience-only alternative.","Substitution of Education for Specialized Experience - For the GS-5 level, a 4-year course of study leading to a bachelor's degree may be substituted for the experience requirements."
843933600,https://www.usajobs.gov/job/843933600,IT SPECIALIST (DATAMGT)(T32),Department of the Army,Department of the Army,GS,GS,2025,no_education,"The education language is only a substitution option for specialized experience, which means experience alone can qualify. The qualifications section also states the position is met through experience requirements, not a mandatory degree.",SUBSTITUTION OF EDUCATION FOR SPECIALIZED EXPERIENCE: Ph.D. or equivalent doctoral degree or 3 full years of progressively higher level graduate education leading to a Ph.D. or equivalent doctoral degree
843934600,https://www.usajobs.gov/job/843934600,LEAD IT SPECIALIST (INFOSEC),Department of Defense,Department of Defense,GS,GS,2025,no_education,"The posting explicitly says applicants cannot qualify based on education in lieu of specialized experience, so there is no grade level where a degree is strictly required. The qualifications are satisfied through specialized experience only.",Applicants may not qualify for this position based on education in lieu of specialized experience.
843934700,https://www.usajobs.gov/job/843934700,IT SPECIALIST (CUSTOMER SUPPORT),Department of the Army,Department of the Army,GS,GS,2025,no_education,"The posting allows qualification through experience, education, or training, and the education section explicitly says education may be substituted for specialized experience at multiple grade levels. That means there is no grade where a degree is strictly required with no experience-only alternative.","Substitution of Education for Specialized Experience - For the GS-5 level, a 4-year course of study leading to a bachelor's degree may be substituted for the experience requirements."
843936200,https://www.usajobs.gov/job/843936200,IT Specialist (CUSTSPT) NF-03,Department of the Army,Department of the Army,NF,NF,2025,no_education,"The posting allows qualification through experience alone, and the degree option is explicitly listed as an alternative ('OR'). The bachelor's degree is only part of the highly preferred criteria, not a requirement.","Experience that provided a basic knowledge of data processing functions, system installation and general management principles that enabled the applicant to understand the stages required to automate a work process. ... OR Completion of a two year degree with a major course of study in computer science, information science, information systems management, or course work that required the development or adaptation of computer programs and systems and provided knowledge equivalent to a major in the computer field."
843953100,https://www.usajobs.gov/job/843953100,IT SPECIALIST (NETWORK) (Title 32),Department of the Air Force,Department of the Air Force,GS,GS,2025,no_education,"The posting repeatedly states education may be substituted for experience at multiple grade levels, which means experience alone is an available qualification path. The degree language is optional/substitutional, not a strict requirement with no experience alternative.","For the GS-5 level, a 4-year course of study leading to a bachelor's degree may be substituted for the experience requirements."
843955100,https://www.usajobs.gov/job/843955100,IT SPECIALIST (SYSADMIN),Department of Defense,Department of Defense,GS,GS,2025,no_education,"The posting allows qualification by specialized experience alone, with education only as an alternative path. The education language is explicit about qualifying 'OR Education,' so no degree is strictly required.",OR Education: Ph.D. or equivalent doctoral degree or 3 full years of progressively higher level graduate education leading to such a degree
843956700,https://www.usajobs.gov/job/843956700,IT SPECIALIST (APPSW),Department of Defense,Department of Defense,GS,GS,2025,no_education,"The posting requires specialized experience at GS-12 and explicitly states that education cannot replace experience at that grade, but it does not make a degree mandatory for all applicants. The generic qualification language is experience-based, so there is no grade where a degree is strictly required.",Education is not substitutable for specialized experience at the GS-12 grade level.
843960800,https://www.usajobs.gov/job/843960800,Deputy Assistant Director/Deputy Chief Information Technology Officer (DCIO),Department of Justice,Department of Justice,ES,ES,2025,no_education,"The posting is resume-only and lists Executive Core Qualifications and Mandatory Technical Qualifications, with no degree requirement stated anywhere. The empty education field and experience-based qualifications indicate there is no grade where a degree is strictly required.",The application process used to recruit for this position is RESUME-ONLY.
843967800,https://www.usajobs.gov/job/843967800,IT SPECIALIST (APPSW),Department of the Navy,Department of the Navy,NT,NT,2025,no_education,"The qualifications section requires specialized experience at the target grade and references the 2210 Alternative A standard, which allows experience or education; it does not make a degree mandatory. The education field is empty.",Additional qualification information can be found from the following Office of Personnel Management website: https://www.opm.gov/policy-data-oversight/classification-qualifications/general-schedule-qualification-standards/2200/information-technology-it-management-series-2210-alternative-a/
